Dates,Pollster,Sample,Influence,Approve,Disapprove,Net
"5/17 - 5/20, 2025@@23881",<a href='https://americanresearchgroup.com/economy/'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>American Research Group</a>,"1,100 A@@1100",0,37,60,-23
"5/16 - 5/19, 2025@@23880",<a href='https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Morning Consult</a>,"2,208 RV@@2208",0,45,47,-2
"5/16 - 5/19, 2025@@23880",<a href='https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_wObz24u.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>YouGov</a>^Sponsor: Economist^,"1,710 A@@1710",0,41,48,-7
"5/16 - 5/18, 2025@@23879",<a href='https://www.reuters.com/world/us/trumps-approval-rating-ticks-lower-economic-concerns-weigh-reutersipsos-poll-2025-05-20/'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Ipsos</a>^Sponsor: Reuters^,"1,024 A@@1024",0,39,53,-14
"5/15 - 5/18, 2025@@23879",<a href='https://navigatorresearch.org/wp-content/uploads/2025/05/Navigator-Update-Topline-F05.19.25-1.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Global Strategy Group/GBAO (Navigator Research)</a>,"1,000 RV@@1000",0,42,56,-14
"5/5 - 5/15, 2025@@23876",<a href='https://law.marquette.edu/poll/wp-content/uploads/2025/05/MLSPSC26Toplines_NationalIssues.html#GE2020:_2024_vote'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Marquette University Law School</a>,"1,004 A@@1004",0,42,58,-16
"5/14 - 5/15, 2025@@23876",<a href='https://harvardharrispoll.com/key-results-may-5/'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Harris Insights & Analytics</a>^Sponsor: Harvard CAPS^,"1,903 RV@@1903",0,46,48,-2
"5/12 - 5/13, 2025@@23874",<a href='https://www.ipsos.com/sites/default/files/ct/news/documents/2025-05/Reuters%20Ipsos%20Issues%20Survey%20May%202025_2.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Ipsos</a>^Sponsor: Reuters^,"1,163 A@@1163",0,39,52,-13
"5/9 - 5/12, 2025@@23873",<a href='https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_tDmEBHo.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>YouGov</a>^Sponsor: Economist^,"1,786 A@@1786",0,42,50,-8
"5/8 - 5/12, 2025@@23873",<a href='https://echelonin.wpenginepowered.com/wp-content/uploads/May-2025-Voter-Omnibus-Topline-External.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Echelon Insights</a>,"1,000 LV@@1000",0,44,54,-10
"5/9 - 5/11, 2025@@23872",<a href='https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Morning Consult</a>,"2,221 RV@@2221",0,46,48,-2
"5/8 - 5/9, 2025@@23870",<a href='https://my.wick.io/analysis/shared/item/CCED3FFB-28C8-40CA-92F1-FFD179722079/view'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Wick</a>^Sponsor: 2Way^,"1,000 RV@@1000",0,46,49,-3
"5/1 - 5/6, 2025@@23867",<a href='https://www.gelliottmorris.com/p/new-poll-americans-oppose-trumps'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Verasight</a>^Sponsor: Strength in Numbers^,"1,000 A@@1000",0,38,55,-17
"5/1 - 5/5, 2025@@23866",<a href='https://apnorc.org/wp-content/uploads/2025/05/may-2025-Higher-Ed-topline.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>AP-NORC</a>,"1,175 LV@@1175",0,36,63,-27
"5/2 - 5/5, 2025@@23866",<a href='https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_wZDAeTq.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>YouGov</a>^Sponsor: Economist^,"1,850 A@@1850",0,40,51,-11
"5/2 - 5/4, 2025@@23865",<a href='https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Morning Consult</a>,"2,263 RV@@2263",0,45,47,-2
"4/28 - 5/3, 2025@@23864",<a href='https://www.highpoint.edu/src/files/2023/08/111memoISS.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>High Point University</a>,"1,000 A@@1000",0,37,54,-17
"4/25 - 5/2, 2025@@23863",<a href='https://d3nkl3psvxxpe9.cloudfront.net/documents/Issue_Importance___Trump_Approval_poll_results.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>YouGov</a>,"2,220 A@@2220",0,40,52,-12
"4/25 - 4/28, 2025@@23859",<a href='https://www.scribd.com/document/855435184/20250428-combined-trump100'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>YouGov</a>^Sponsor: Yahoo News^,"1,597 A@@1597",0,36,56,-20
"4/25 - 4/28, 2025@@23859",<a href='https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_fmq348X.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>YouGov</a>^Sponsor: Economist^,"1,785 A@@1785",0,41,51,-10
"4/24 - 4/28, 2025@@23859",<a href='https://navigatorresearch.org/wp-content/uploads/2025/04/Navigator-Update-Topline-F04.28.25.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Global Strategy Group/GBAO (Navigator Research)</a>,"1,000 RV@@1000",0,40,56,-16
"4/25 - 4/28, 2025@@23859",<a href='https://emersoncollegepolling.com/trump-100-days/'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Emerson College</a>,"1,000 RV@@1000",0,36.8,49.3,-12.5
"4/25 - 4/27, 2025@@23858",<a href='https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Morning Consult</a>,"2,224 RV@@2224",0,44,50,-6
"4/25 - 4/27, 2025@@23858",<a href='https://www.reuters.com/world/us/trumps-approval-steady-concerns-over-economy-immigration-rise-reutersipsos-poll-2025-04-29/'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Ipsos</a>^Sponsor: Reuters^,"1,029 A@@1029",0,36,56,-20
"4/23 - 4/25, 2025@@23856",<a href='https://www.cbsnews.com/news/cbs-news-poll-trump-100-days-tariffs/'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>YouGov</a>^Sponsor: CBS News^,"2,365 A@@2365",0,42,58,-16
"4/21 - 4/24, 2025@@23855",<a href='https://www.nytimes.com/interactive/2025/04/25/us/elections/times-siena-poll-toplines.html'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>The New York Times/Siena College</a>,913 RV@@913,0,42,55,-13
"4/17 - 4/24, 2025@@23855",<a href='https://edition.cnn.com/.element/interactive/2025/04/REL5a-Trump-at-100days.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>SSRS</a>^Sponsor: CNN^,"1,678 A@@1678",0,39,61,-22
"4/21 - 4/23, 2025@@23854",<a href='https://maristpoll.marist.edu/wp-content/uploads/2025/04/NPR_PBS-News_Marist-Poll_USA-NOS-and-Tables_202504251028-2.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Marist College</a>^Sponsor: NPR | PBS News^,"1,439 A@@1439",0,39,55,-16
"4/22 - 4/23, 2025@@23854",<a href='https://johnzogbystrategies.com/real-time-analysis-of-trumps-dropping-numbers-among-bellwether-groups/'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>John Zogby Strategies</a>,"1,000 V@@1000",0,43.9,51.4,-7.5
"4/18 - 4/22, 2025@@23853",<a href='https://www.washingtonpost.com/tablet/2025/04/25/april-18-22-2025-washington-post-abc-news-ipsos-national-poll/'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Ipsos</a>^Sponsor: The Washington Post | ABC News^,"2,464 A@@2464",0,39,61,-22
"4/19 - 4/22, 2025@@23853",<a href='https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_iR37dyy.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>YouGov</a>^Sponsor: Economist^,"1,625 A@@1625",0,41,53,-12
"4/16 - 4/21, 2025@@23852",<a href='https://www.ipsos.com/sites/default/files/ct/news/documents/2025-04/Reuters%20Ipsos%20Large%20Sample%20Poll%20April%202025%20Topline.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Ipsos</a>^Sponsor: Reuters^,"4,306 A@@4306",0,37,51,-14
"4/18 - 4/21, 2025@@23852",<a href='https://static.foxnews.com/foxnews.com/content/uploads/2025/04/fox_april-18-21-2025_national_topline_april-23-release.pdf?_gl=1*qk6xuf*_ga*YW1wLWN4NDF2YTdsN1hSRkN4T0t6bFo2d2c.*_ga_RH94J2NTVM*MTc0NTQ1MDEwOC4xLjEuMTc0NTQ1MDEwOS4wLjAuMA..'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Beacon Research/Shaw & Co. Research</a>^Sponsor: FOX News^,"1,104 RV@@1104",0,38,56,-18
"4/17 - 4/21, 2025@@23852",<a href='https://apnorc.org/wp-content/uploads/2025/04/April-2025-100-days-topline.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>AP-NORC</a>,"1,260 A@@1260",0,37,61,-24
"4/18 - 4/20, 2025@@23851",<a href='https://www.dataforprogress.org/memos/2025/4/24/approaching-100-days-in-office-voters-increasingly-disapprove-of-trumps-handling-of-the-economy'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Data for Progress</a>,"1,204 LV@@1204",0,45,49,-4
"4/18 - 4/20, 2025@@23851",<a href='https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Morning Consult</a>,"2,207 RV@@2207",0,44,49,-5
"4/17 - 4/20, 2025@@23851",<a href='https://americanresearchgroup.com/economy/'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>American Research Group</a>,"1,100 A@@1100",0,39,57,-18
"4/15 - 4/18, 2025@@23849",<a href='https://bloximages.newyork1.vip.townnews.com/thecentersquare.com/content/tncms/assets/v3/editorial/4/1f/41f50a5a-e1f1-42f9-a450-525eec838a6d/680a44685a7c8.pdf.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>OH Predictive Insights</a>^Sponsor: Center Square^,"2,527 RV@@2527",0,43,54,-11
"4/16 - 4/16, 2025@@23847",<a href='https://x.com/ScottWRasmussen/status/1914424150820839725'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>RMG Research</a>^Sponsor: Napolitan News Service^,"1,000 RV@@1000",0,41,59,-18
"4/12 - 4/15, 2025@@23846",<a href='https://civiqs.com/reports/2025/04/17/report-americans-say-trumps-tariffs-will-raise-prices'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Civiqs</a>^Sponsor: Daily Kos^,"1,124 RV@@1124",0,46,54,-8
"4/13 - 4/15, 2025@@23846",<a href='https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_wmD8f2B.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>YouGov</a>^Sponsor: Economist^,"1,512 A@@1512",0,42,49,-7
"4/10 - 4/14, 2025@@23845",<a href='https://www.rasmussenreports.com/platinum/political_tracking_crosstabs/april_2025/toplines/toplines_trump_economy_april_10_and_13_14_2025'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Rasmussen Reports</a>,"1,036 LV@@1036",0,46,52,-6
"4/10 - 4/14, 2025@@23845",<a href='https://echeloninsights.com/in-the-news/april-2025-verified-voter-omnibus-2-2-2-2/'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Echelon Insights</a>,"1,014 LV@@1014",0,44,52,-8
"4/10 - 4/14, 2025@@23845",<a href='https://cdn.atlasintel.org/e3edc86b-aac7-4ebe-9ef7-6a8346f658f6.pdf?_gl=1*1po007n*_ga*NjMxOTI2NjYxLjE3NDQ5Mjc1MzM.*_ga_W78QD5CNP1*MTc0NDkyNzUzMy4xLjAuMTc0NDkyNzUzMy4wLjAuMA'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>AtlasIntel</a>,"2,347 A@@2347",0,42,56,-14
"4/9 - 4/14, 2025@@23845",<a href='https://45840940.fs1.hubspotusercontent-na1.net/hubfs/45840940/Clarity%20Omnibus%20Overview_April%202025.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Clarity Campaign Labs</a>,"1,008 RV@@1008",0,43,51,-8
"4/9 - 4/13, 2025@@23844",<a href='https://fm.cnbc.com/applications/cnbc.com/resources/editorialfiles/2025/04/21/fullsurveyliesmanhere.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Hart Research Associates/Public Opinion Strategies</a>^Sponsor: CNBC^,"1,000 A@@1000",0,43,55,-12
"4/11 - 4/13, 2025@@23844",<a href='https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Morning Consult</a>,"2,203 RV@@2203",0,45,48,-3
"4/10 - 4/12, 2025@@23843",<a href='https://www.yahoo.com/news/rcp-poll-voters-see-campus-145227408.html'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>RealClear Opinion Research</a>,"1,000 RV@@1000",0,51.3,48.7,2.599998
"4/8 - 4/11, 2025@@23842",<a href='https://www.cbsnews.com/news/poll-trump-tariffs-13-04-2025/'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>YouGov</a>^Sponsor: CBS News^,"2,410 A@@2410",0,44,56,-12
"4/9 - 4/10, 2025@@23841",<a href='https://harvardharrispoll.com/wp-content/uploads/2025/04/HHP_April25_KeyResults.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Harris Insights & Analytics</a>^Sponsor: Harvard CAPS^,"2,286 RV@@2286",0,43,50,-7
"4/8 - 4/10, 2025@@23841",<a href='https://www.winningtheissues.org/wp-content/uploads/2025/07/Winning-the-Issues-April-2025-National-Survey.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>The Winston Group</a>^Sponsor: Winning the Issues^,"1,000 RV@@1000",0,37,55,-18
"4/5 - 4/8, 2025@@23839",<a href='https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pXJ0PxA.pdf#page31'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>YouGov</a>^Sponsor: Economist^,"1,741 A@@1741",0,41,51,-10
"4/4 - 4/7, 2025@@23838",<a href='https://www.filesforprogress.org/datasets/2025/4/dfp_pci_trump_tariffs.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Data for Progress</a>^Sponsor: Progressive Change Institute^,"1,220 LV@@1220",0,46,51,-5
"4/3 - 4/7, 2025@@23838",<a href='https://navigatorresearch.org/wp-content/uploads/2025/04/Navigator-Topline-F04.07.25.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Global Strategy Group/GBAO (Navigator Research)</a>,"1,000 RV@@1000",0,42,55,-13
"4/3 - 4/7, 2025@@23838",<a href='https://poll.qu.edu/poll-release?releaseid=3922'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Quinnipiac University</a>,"1,407 RV@@1407",0,40,55,-15
"4/4 - 4/6, 2025@@23837",<a href='https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Morning Consult</a>,"2,207 RV@@2207",0,45,48,-3
"3/31 - 4/2, 2025@@23833",<a href='https://www.ipsos.com/sites/default/files/ct/news/documents/2025-04/Reuters%20Ipsos%20Signalgate%20Tariffs%20Survey%20Topline%20April%202%202025%20.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Ipsos</a>^Sponsor: Reuters^,"1,468 A@@1468",0,37,52,-15
"3/27 - 4/1, 2025@@23832",<a href='https://prod-i.a.dj.com/public/resources/documents/March_2025_WSJPoll.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Fabrizio Lee & Associates/Impact Research</a>^Sponsor: Wall Street Journal^,"1,500 RV@@1500",0,44,52,-8
"3/30 - 4/1, 2025@@23832",<a href='https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Uo7FRzc.pdf#page35'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>YouGov</a>^Sponsor: Economist^,"1,626 A@@1626",0,45,48,-3
"3/28 - 3/30, 2025@@23830",<a href='https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Morning Consult</a>,"2,210 RV@@2210",0,46,47,-1
"3/27 - 3/28, 2025@@23828",<a href='https://www.scribd.com/document/844532642/cbsnews-20250330-SUN-1'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>YouGov</a>^Sponsor: CBS News^,"2,609 A@@2609",0,48,52,-4
"3/26 - 3/27, 2025@@23827",<a href='https://harvardharrispoll.com/key-results-march-5/'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Harris Insights & Analytics</a>^Sponsor: Harvard CAPS^,"2,746 RV@@2746",0,45,49,-4
"3/26 - 3/27, 2025@@23827",<a href='https://www.dataforprogress.org/memos/2025/4/24/approaching-100-days-in-office-voters-increasingly-disapprove-of-trumps-handling-of-the-economy'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Data for Progress</a>,"1,232 LV@@1232",0,45,48,-3
"3/22 - 3/25, 2025@@23825",<a href='https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_o8LZals.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>YouGov</a>^Sponsor: Economist^,"1,600 A@@1600",0,43,47,-4
"3/20 - 3/24, 2025@@23824",<a href='https://apnorc.org/wp-content/uploads/2025/03/March-2025-topline-Trump-.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>AP-NORC</a>,"1,229 A@@1229",0,40,58,-18
"3/20 - 3/24, 2025@@23824",<a href='https://www.yahoo.com/news/more-americans-say-trumps-second-term-has-been-worse-than-expected-according-to-a-new-poll-120010590.html'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>YouGov</a>^Sponsor: Yahoo News^,"1,677 A@@1677",0,39,51,-12
"3/21 - 3/23, 2025@@23823",<a href='https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling?utm_source=newsletter&utm_medium=email&utm_campaign=our_best_intel&utm_content=032425'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Morning Consult</a>,"2,206 RV@@2206",0,46,47,-1
"3/21 - 3/23, 2025@@23823",<a href='https://www.ipsos.com/sites/default/files/ct/news/documents/2025-03/Reuters%20Ipsos%20Tariffs%20Survey%20Topline%2003%2013%202025.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Ipsos</a>^Sponsor: Reuters^,"1,030 A@@1030",0,39,51,-12
"2/28 - 3/20, 2025@@23820",<a href='https://www.prri.org/wp-content/uploads/2025/04/2025-AVA-W1-Topline-V3.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Public Religion Research Institute</a>,"5,025 A@@5025",0,41,57,-16
"3/17 - 3/20, 2025@@23820",<a href='https://americanresearchgroup.com/economy/'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>American Research Group</a>,"1,100 A@@1100",0,40,55,-15
"3/18 - 3/19, 2025@@23819",<a href='https://x.com/ScottWRasmussen/status/1903133174705623146'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>RMG Research</a>^Sponsor: Napolitan News Service^,"1,000 RV@@1000",0,48,48,0
"3/17 - 3/19, 2025@@23819",<a href='https://www.rasmussenreports.com/platinum/political_tracking_crosstabs/march_2025/toplines/toplines_trump_economy_march_17_19_2025'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Rasmussen Reports</a>,"1,106 LV@@1106",0,48,49,-1
"3/16 - 3/18, 2025@@23818",<a href='https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ngfganU.pdf#page40'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>YouGov</a>^Sponsor: Economist^,"1,618 A@@1618",0,45,49,-4
"3/14 - 3/17, 2025@@23817",<a href='https://www.foxnews.com/politics/fox-news-poll-trump-republicans-record-high-ratings-democrats-falter'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Beacon Research/Shaw & Co. Research</a>^Sponsor: FOX News^,994 RV@@994,0,43,56,-13
"3/13 - 3/17, 2025@@23817",<a href='https://navigatorresearch.org/wp-content/uploads/2025/03/Navigator-Update-Topline-F03.17.25.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Global Strategy Group/GBAO (Navigator Research)</a>,"1,000 RV@@1000",0,46,51,-5
"3/3 - 3/16, 2025@@23816",<a href='https://news.gallup.com/poll/658661/republicans-men-push-trump-approval-higher-second-term.aspx'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Gallup</a>,"1,002 A@@1002",0,41,59,-18
"3/14 - 3/16, 2025@@23816",<a href='https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Morning Consult</a>,"2,210 RV@@2210",0,48,46,2
"3/10 - 3/13, 2025@@23813",<a href='https://echelonin.wpenginepowered.com/wp-content/uploads/March-2025-Voter-Omnibus-Topline-External.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Echelon Insights</a>,"1,007 LV@@1007",0,47,49,-2
"3/7 - 3/12, 2025@@23812",<a href='https://atlasintel.org/poll/usa-national-2025-03-17'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>AtlasIntel</a>,"2,550 A@@2550",0,48,48,0
"3/11 - 3/12, 2025@@23812",<a href='https://www.ipsos.com/sites/default/files/ct/news/documents/2025-03/Reuters%20Ipsos%20Tariffs%20Survey%20Topline%2003%2013%202025.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Ipsos</a>^Sponsor: Reuters^,"1,422 A@@1422",0,39,51,-12
"3/9 - 3/11, 2025@@23811",<a href='https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ddjSlqx.pdf#page=35'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>YouGov</a>^Sponsor: Economist^,"1,699 A@@1699",0,43,47,-4
"3/7 - 3/11, 2025@@23811",<a href='https://www.documentcloud.org/documents/25569109-nbc-march-2025-poll-3-16-2025-release/'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Hart Research Associates/Public Opinion Strategies</a>^Sponsor: NBC News^,"1,000 RV@@1000",0,44,54,-10
"3/6 - 3/10, 2025@@23810",<a href='https://poll.qu.edu/poll-release?releaseid=3921'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Quinnipiac University</a>,"1,198 RV@@1198",0,41,54,-13
"3/8 - 3/10, 2025@@23810",<a href='https://thehill.com/homenews/administration/5187064-trump-approval-rating-drops/'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Emerson College</a>,"1,000 RV@@1000",0,36.8,48.4,-11.6
"3/6 - 3/9, 2025@@23809",<a href='https://s3.documentcloud.org/documents/25558091/cnn-poll-trumps-performance-and-economy.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>SSRS</a>^Sponsor: CNN^,"1,206 A@@1206",0,44,56,-12
"3/7 - 3/9, 2025@@23809",<a href='https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Morning Consult</a>,"2,219 RV@@2219",0,47,46,1
"3/3 - 3/5, 2025@@23805",<a href='https://www.cygn.al/wp-content/uploads/2025/03/22915-Cygnal-National-NVT-Mar25-Deck-Public.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Cygnal</a>,"1,500 LV@@1500",0,45.4,49.4,-4
"3/3 - 3/4, 2025@@23804",<a href='https://www.ipsos.com/en-us/three-five-americans-say-cost-living-going-wrong-direction'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Ipsos</a>^Sponsor: Reuters^,"1,174 A@@1174",0,39,49,-10
"3/1 - 3/4, 2025@@23804",<a href='https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uHE5Cxl.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>YouGov</a>^Sponsor: Economist^,"1,638 A@@1638",0,44,44,0
"2/28 - 3/2, 2025@@23802",<a href='https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Morning Consult</a>,"2,229 RV@@2229",0,49,43,6
"2/24 - 3/2, 2025@@23802",<a href='https://drive.google.com/file/d/1psgeNBsAPSV3-diBTaAIE4_wiFjYwk5y/view'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>The Justice Research Fund</a>^Sponsor: Working Families Power^,"2,049 RV@@2049",0,40,52,-12
"2/28 - 3/1, 2025@@23801",<a href='https://www.dataforprogress.org/memos/2025/4/24/approaching-100-days-in-office-voters-increasingly-disapprove-of-trumps-handling-of-the-economy'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Data for Progress</a>,"1,191 LV@@1191",0,45,48,-3
"2/26 - 2/28, 2025@@23800",<a href='https://www.cbsnews.com/news/trump-elon-musk-government-workforce-cuts-opinion-poll-2025-03-02/'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>YouGov</a>^Sponsor: CBS News^,"2,311 A@@2311",0,51,49,2
"2/23 - 2/25, 2025@@23797",<a href='https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_7jv80Av.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>YouGov</a>^Sponsor: Economist^,"1,604 A@@1604",0,45,43,2
"2/20 - 2/24, 2025@@23796",<a href='https://navigatorresearch.org/wp-content/uploads/2025/02/Navigator-Topline-F02.24.25.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Global Strategy Group/GBAO (Navigator Research)</a>,"1,000 RV@@1000",0,48,48,0
"2/21 - 2/24, 2025@@23796",<a href='https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Morning Consult</a>,"2,225 RV@@2225",0,49,42,7
