Dates,Pollster,Sample,Influence,Approve,Disapprove,Net
"4/22 - 4/23, 2025@@23854",<a href='https://johnzogbystrategies.com/real-time-analysis-of-trumps-dropping-numbers-among-bellwether-groups/'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>John Zogby Strategies</a>,"1,000 V@@1000",0,40.1,55.5,-15.4
"4/21 - 4/23, 2025@@23854",<a href='https://maristpoll.marist.edu/wp-content/uploads/2025/04/NPR_PBS-News_Marist-Poll_USA-NOS-and-Tables_202504251028-2.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Marist College</a>^Sponsor: NPR | PBS News^,"1,439 A@@1439",0,34,58,-24
"4/19 - 4/22, 2025@@23853",<a href='https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_iR37dyy.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>YouGov</a>^Sponsor: Economist^,"1,625 A@@1625",0,37,53,-16
"4/18 - 4/22, 2025@@23853",<a href='https://www.washingtonpost.com/tablet/2025/04/25/april-18-22-2025-washington-post-abc-news-ipsos-national-poll/'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Ipsos</a>^Sponsor: The Washington Post | ABC News^,"2,464 A@@2464",0,34,64,-30
"4/18 - 4/21, 2025@@23852",<a href='https://static.foxnews.com/foxnews.com/content/uploads/2025/04/fox_april-18-21-2025_national_topline_april-23-release.pdf?_gl=1*qk6xuf*_ga*YW1wLWN4NDF2YTdsN1hSRkN4T0t6bFo2d2c.*_ga_RH94J2NTVM*MTc0NTQ1MDEwOC4xLjEuMTc0NTQ1MDEwOS4wLjAuMA..'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Beacon Research/Shaw & Co. Research</a>^Sponsor: FOX News^,"1,104 RV@@1104",0,33,58,-25
"4/16 - 4/21, 2025@@23852",<a href='https://www.ipsos.com/sites/default/files/ct/news/documents/2025-04/Reuters%20Ipsos%20Large%20Sample%20Poll%20April%202025%20Topline.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Ipsos</a>^Sponsor: Reuters^,"4,306 A@@4306",0,36,52,-16
"4/17 - 4/21, 2025@@23852",<a href='https://apnorc.org/wp-content/uploads/2025/04/April-2025-100-days-topline.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>AP-NORC</a>,"1,260 A@@1260",0,37,62,-25
"4/18 - 4/20, 2025@@23851",<a href='https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Morning Consult</a>,"2,207 RV@@2207",0,43,48,-5
"4/18 - 4/20, 2025@@23851",<a href='https://www.dataforprogress.org/memos/2025/4/24/approaching-100-days-in-office-voters-increasingly-disapprove-of-trumps-handling-of-the-economy'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Data for Progress</a>,"1,204 LV@@1204",0,40,54,-14
"4/11 - 4/20, 2025@@23851",<a href='https://www.nbcnews.com/politics/trump-administration/poll-americans-vent-disappointment-trump-ahead-100-day-mark-especially-rcna202656'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>SurveyMonkey</a>^Sponsor: NBC News^,"19,682 A@@19682",0,39,61,-22
"4/13 - 4/15, 2025@@23846",<a href='https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_wmD8f2B.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>YouGov</a>^Sponsor: Economist^,"1,512 A@@1512",0,38,54,-16
"4/14 - 4/15, 2025@@23846",<a href='https://napolitannews.org/posts/support-for-trumps-handling-of-tariffs-continues-to-fall'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>RMG Research</a>^Sponsor: Napolitan News Service^,"1,000 RV@@1000",0,41,54,-13
"4/9 - 4/14, 2025@@23845",<a href='https://45840940.fs1.hubspotusercontent-na1.net/hubfs/45840940/Clarity%20Omnibus%20Overview_April%202025.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Clarity Campaign Labs</a>,"1,008 RV@@1008",0,41,53,-12
"4/10 - 4/14, 2025@@23845",<a href='https://echeloninsights.com/in-the-news/april-2025-verified-voter-omnibus-2-2-2-2/'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Echelon Insights</a>,"1,014 LV@@1014",0,40,55,-15
"4/10 - 4/14, 2025@@23845",<a href='https://www.rasmussenreports.com/platinum/political_tracking_crosstabs/april_2025/toplines/toplines_trump_trade_april_10_and_13_14_2025'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Rasmussen Reports</a>,"1,036 LV@@1036",0,43,53,-10
"4/11 - 4/13, 2025@@23844",<a href='https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Morning Consult</a>,"2,203 RV@@2203",0,44,49,-5
"4/9 - 4/13, 2025@@23844",<a href='https://fm.cnbc.com/applications/cnbc.com/resources/editorialfiles/2025/04/21/fullsurveyliesmanhere.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Hart Research Associates/Public Opinion Strategies</a>^Sponsor: CNBC^,"1,000 A@@1000",0,41,57,-16
"4/7 - 4/13, 2025@@23844",<a href='https://www.pewresearch.org/wp-content/uploads/sites/20/2025/04/pp_2025-4-23_trump-100-days_topline.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Pew Research Center</a>,"3,589 A@@3589",0,39,60,-21
"4/10 - 4/12, 2025@@23843",<a href='https://www.yahoo.com/news/rcp-poll-voters-see-campus-145227408.html'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>RealClear Opinion Research</a>,"1,000 RV@@1000",0,41,59,-18
"4/8 - 4/10, 2025@@23841",<a href='https://www.winningtheissues.org/wp-content/uploads/2025/07/Winning-the-Issues-April-2025-National-Survey.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>The Winston Group</a>^Sponsor: Winning the Issues^,"1,000 RV@@1000",0,34,58,-24
"4/9 - 4/10, 2025@@23841",<a href='https://harvardharrispoll.com/wp-content/uploads/2025/04/HHP_April25_KeyResults.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Harris Insights & Analytics</a>^Sponsor: Harvard CAPS^,"2,286 RV@@2286",0,41,50,-9
"4/4 - 4/9, 2025@@23840",<a href='https://www.umass.edu/political-science/about/reports/2025-4'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>University of Massachusetts (Amherst)</a>^Sponsor: WCVB-TV^,"1,000 A@@1000",0,36,58,-22
"4/7 - 4/9, 2025@@23840",<a href='https://www.rasmussenreports.com/platinum/political_tracking_crosstabs/april_2025/toplines/toplines_tariff_approval_april_7_9_2025'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Rasmussen Reports</a>,"1,096 LV@@1096",0,43,52,-9
"4/7 - 4/8, 2025@@23839",<a href='https://napolitannews.org/posts/stock-markets-fall-but-not-voters-opinions-on-tariffs'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>RMG Research</a>^Sponsor: Napolitan News Service^,"1,000 RV@@1000",0,43,50,-7
"4/5 - 4/8, 2025@@23839",<a href='https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pXJ0PxA.pdf#page31'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>YouGov</a>^Sponsor: Economist^,"1,741 A@@1741",0,39,50,-11
"4/3 - 4/7, 2025@@23838",<a href='https://www.surveymonkey.com/curiosity/cnbc-your-money-2025/?utm_source=cnbc_2025'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>SurveyMonkey</a>^Sponsor: CNBC^,"4,200 A@@4200",0,39,59,-20
"4/3 - 4/7, 2025@@23838",<a href='https://poll.qu.edu/poll-release?releaseid=3922'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Quinnipiac University</a>,"1,407 RV@@1407",0,39,55,-16
"4/4 - 4/6, 2025@@23837",<a href='https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Morning Consult</a>,"2,207 RV@@2207",0,44,47,-3
"3/31 - 4/2, 2025@@23833",<a href='https://www.ipsos.com/sites/default/files/ct/news/documents/2025-04/Reuters%20Ipsos%20Signalgate%20Tariffs%20Survey%20Topline%20April%202%202025%20.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Ipsos</a>^Sponsor: Reuters^,"1,468 A@@1468",0,34,52,-18
"3/27 - 4/1, 2025@@23832",<a href='https://prod-i.a.dj.com/public/resources/documents/March_2025_WSJPoll.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Fabrizio Lee & Associates/Impact Research</a>^Sponsor: Wall Street Journal^,"1,500 RV@@1500",0,42,54,-12
"3/31 - 4/1, 2025@@23832",<a href='https://napolitannews.org/posts/majority-disapprove-of-trump-tariffs'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>RMG Research</a>^Sponsor: Napolitan News Service^,"1,000 RV@@1000",0,42,52,-10
"3/28 - 3/30, 2025@@23830",<a href='https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Morning Consult</a>,"2,210 RV@@2210",0,45,47,-2
"3/26 - 3/27, 2025@@23827",<a href='https://www.dataforprogress.org/memos/2025/4/24/approaching-100-days-in-office-voters-increasingly-disapprove-of-trumps-handling-of-the-economy'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Data for Progress</a>,"1,232 LV@@1232",0,42,51,-9
"3/20 - 3/24, 2025@@23824",<a href='https://apnorc.org/wp-content/uploads/2025/03/March-2025-topline-Trump-.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>AP-NORC</a>,"1,229 A@@1229",0,38,60,-22
"3/21 - 3/23, 2025@@23823",<a href='https://www.ipsos.com/sites/default/files/ct/news/documents/2025-03/Reuters%20Ipsos%20Tariffs%20Survey%20Topline%2003%2013%202025.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Ipsos</a>^Sponsor: Reuters^,"1,030 A@@1030",0,34,51,-17
"3/21 - 3/23, 2025@@23823",<a href='https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling?utm_source=newsletter&utm_medium=email&utm_campaign=our_best_intel&utm_content=032425'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Morning Consult</a>,"2,206 RV@@2206",0,46,45,1
"3/17 - 3/18, 2025@@23818",<a href='https://napolitannews.org/posts/43-percent-approve-of-the-way-president-trump-is-handling-tariffs'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>RMG Research</a>^Sponsor: Napolitan News Service^,"1,000 RV@@1000",0,43,49,-6
"3/13 - 3/17, 2025@@23817",<a href='https://navigatorresearch.org/wp-content/uploads/2025/03/Navigator-Update-Topline-F03.17.25.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Global Strategy Group/GBAO (Navigator Research)</a>,"1,000 RV@@1000",0,38,52,-14
"3/14 - 3/16, 2025@@23816",<a href='https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Morning Consult</a>,"2,210 RV@@2210",0,46,46,0
"3/10 - 3/13, 2025@@23813",<a href='https://echelonin.wpenginepowered.com/wp-content/uploads/March-2025-Voter-Omnibus-Topline-External.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Echelon Insights</a>,"1,007 LV@@1007",0,41,51,-10
"3/11 - 3/12, 2025@@23812",<a href='https://www.ipsos.com/sites/default/files/ct/news/documents/2025-03/Reuters%20Ipsos%20Tariffs%20Survey%20Topline%2003%2013%202025.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Ipsos</a>^Sponsor: Reuters^,"1,422 A@@1422",0,34,51,-17
"3/6 - 3/9, 2025@@23809",<a href='https://s3.documentcloud.org/documents/25558091/cnn-poll-trumps-performance-and-economy.pdf'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>SSRS</a>^Sponsor: CNN^,"1,206 A@@1206",0,39,61,-22
"3/7 - 3/9, 2025@@23809",<a href='https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Morning Consult</a>,"2,219 RV@@2219",0,46,46,0
"3/3 - 3/4, 2025@@23804",<a href='https://www.ipsos.com/en-us/three-five-americans-say-cost-living-going-wrong-direction'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Ipsos</a>^Sponsor: Reuters^,"1,174 A@@1174",0,36,51,-15
"2/28 - 3/2, 2025@@23802",<a href='https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Morning Consult</a>,"2,229 RV@@2229",0,48,42,6
"2/28 - 3/1, 2025@@23801",<a href='https://www.dataforprogress.org/memos/2025/4/24/approaching-100-days-in-office-voters-increasingly-disapprove-of-trumps-handling-of-the-economy'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Data for Progress</a>,"1,191 LV@@1191",0,41,47,-6
"2/21 - 2/24, 2025@@23796",<a href='https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Morning Consult</a>,"2,225 RV@@2225",0,48,42,6
"2/18 - 2/19, 2025@@23791",<a href='https://napolitannews.org/posts/voters-are-divided-on-how-trumps-tariff-plan-will-impact-economy'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>RMG Research</a>^Sponsor: Napolitan News Service^,"1,000 RV@@1000",0,44,47,-3
"2/13 - 2/18, 2025@@23790",<a href='https://www.reuters.com/world/us/trumps-approval-rating-slips-americans-worry-about-economy-2025-02-19/'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Ipsos</a>^Sponsor: Reuters^,"4,145 A@@4145",0,37,49,-12
"2/13 - 2/17, 2025@@23789",<a href='https://poll.qu.edu/poll-release?releaseid=3919'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Quinnipiac University</a>,"1,039 RV@@1039",0,42,49,-7
"2/14 - 2/16, 2025@@23788",<a href='https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Morning Consult</a>,"2,217 RV@@2217",0,48,40,8
"2/3 - 2/16, 2025@@23788",<a href='https://news.gallup.com/poll/656891/trump-job-approval-rating-congress-jumps.aspx'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Gallup</a>,"1,004 A@@1004",0,42,53,-11
"2/10 - 2/13, 2025@@23785",<a href='https://echeloninsights.com/in-the-news/feb-2025-verified-voter-omnibus-2-2/'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Echelon Insights</a>,"1,010 LV@@1010",0,44,49,-5
"2/7 - 2/9, 2025@@23781",<a href='https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Morning Consult</a>,"22,305 RV@@22305",0,47,43,4
"2/3 - 2/5, 2025@@23777",<a href='https://www.rasmussenreports.com/platinum/political_tracking_crosstabs/february_2025/toplines/toplines_trump_trade_february_3_5_2025'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Rasmussen Reports</a>,"1,195 LV@@1195",0,48,49,-1
"1/31 - 2/3, 2025@@23775",<a href='https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Morning Consult</a>,"2,303 RV@@2303",0,48,40,8
"1/31 - 2/2, 2025@@23774",<a href='https://www.dataforprogress.org/memos/2025/4/24/approaching-100-days-in-office-voters-increasingly-disapprove-of-trumps-handling-of-the-economy'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Data for Progress</a>,"1,205 LV@@1205",0,42,46,-4
"1/24 - 1/26, 2025@@23767",<a href='https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Morning Consult</a>,"2,302 RV@@2302",0,50,37,13
"1/20 - 1/21, 2025@@23762",<a href='https://www.ipsos.com/en-us/reuters-ipsos-trump-inauguration-survey'style='color:#000000; text-decoration: underline;'target='_blank' rel='nofollow noopener'>Ipsos</a>^Sponsor: Reuters^,"1,077 A@@1077",0,38,40,-2
